country	Brazil	-10.3333333	-53.2
country	Trinidad and Tobago	10.7466905	-61.0840075
country	Uruguay	-32.8755548	-56.0201525
country	Colombia	4.099917	-72.9088133
country	Dominican Republic	19.0974031	-70.3028026
country	Italy	42.6384261	12.674297
country	Paraguay	-23.3165935	-58.1693445
country	Bolivia	-17.0568696	-64.9912286
country	Costa Rica	10.2735633	-84.0739102
country	Cuba	23.0131338	-80.8328748
country	Haiti	19.1399952	-72.3570972
country	Honduras	15.2572432	-86.0755145
country	Jamaica	18.1850507	-77.3947693
country	Mexico	23.6585116	-102.0077097
country	Venezuela	8.0018709	-66.1109318
country	Ecuador	-1.3397668	-79.3666965
country	France	46.603354	1.8883335
country	Saint Barthelemy	17.8967693	-62.825598
country	Argentina	-34.9964963	-64.9672817
country	USA	39.7837304	-100.445882
country	Peru	-6.8699697	-75.0458515

division	Sao Paulo	-23.5506507	-46.6333824
division	Amapa	1.3545442	-51.9161977
division	Goias	-15.9323662	-50.1392928
division	Minas Gerais	-18.5264844	-44.1588654
division	Paraiba	-7.1219366	-36.7246845
division	Bahia	-12.285251	-41.9294776
division	Distrito Federal	-15.7754462	-47.7970891
division	Pernambuco	-8.4116316	-37.5919699
division	Alagoas	-9.6611661	-36.6502426
division	Tocantins	-10.8855129	-48.3716912
division	Mato Grosso do Sul	-19.5852564	-54.4794731
division	Amazonas	-3.3260273	-60.6439924
division	Mato Grosso	-12.2115009	-55.5716547
division	Rondonia	-10.943145	-62.8277863
division	Santa Catarina	-27.0628367	-51.114965
division	Rio de Janeiro	-22.9110137	-43.2093727
division	Sergipe	-10.6743911	-37.3773519
division	Espirito Santo	-19.5687682	-40.1721991
division	International	-33.6927274	-53.4585312

location	Maricá	-22.911826731629223	-42.915405771838245
location	Sao Jose do Rio Preto	-20.8125851	-49.3804212
location	Aparecida de Goiania	-16.8226769	-49.2452546
location	Conselheiro Lafaiete	-20.6596107	-43.785743
location	Ribeirao Preto	-21.1776315	-47.8100983
location	Juiz de Fora	-21.7609533	-43.3501129
location	Brasilia de Minas	-16.2075114	-44.430559
location	Varzelandia	-15.701667	-44.027223
location	Sao Francisco	-15.948889	-44.864444
location	Belo Horizonte	-19.9227318	-43.9450948
location	Janauba	-15.809176	-43.2991394
location	Coracao de Jesus	-16.6888187	-44.3577401
location	Feira de Santana	-12.2578934	-38.9598047
location	Coracao de Maria	-12.2484345	-38.7499274
location	Caldas Novas	-17.745	-48.625
location	Valparaiso	-21.2230369	-50.8666375
location	Brasilia	-15.7934036	-47.8823172
location	Barreiras	-12.1440031	-44.9967406
location	Goiania	-16.680882	-49.2532691
location	Custodia	-8.0860251	-37.6400307
location	Piracicaba	-22.725165	-47.6493269
location	Sao Pedro	-22.5512765	-47.9072359
location	Presidente Prudente	-22.1225167	-51.3882528
location	Cubatao	-23.8857982	-46.4241869
location	Limeira	-22.5615068	-47.401766
location	Santos	-23.9335988	-46.3286399
location	Sao Vicente	-23.9664177	-46.3861401
location	Sumare	-22.8217964	-47.267105
location	Miracatu	-24.2839078	-47.4535128
location	Porto Feliz	-23.2110713	-47.5247163
location	Buritama	-21.0664017	-50.1448077
location	Louveira	-23.08639	-46.95056
location	Tiete	-23.1030302	-47.7147937
location	Nazare Paulista	-23.1819309	-46.3992986
location	Campinas	-22.9056391	-47.059564
location	Osasco	-23.5324859	-46.7916801
location	Buri	-23.79849	-48.598924
location	Itai	-23.4172598	-49.0935788
location	Praia Grande	-24.008979	-46.4144939
location	Ilhabela	-23.816628	-45.368685
location	Cordeiropolis	-22.4768324	-47.4550551
location	Guaruja	-23.9927768	-46.2558332
location	Santo andre	-23.6533509	-46.5279039
location	Sao Caetano do Sul	-23.6195923	-46.5688323
location	Araras	-22.3569192	-47.3838766
location	Alambari	-23.550338	-47.897971
location	Fernandopolis	-20.2825647	-50.2500762
location	Mairipora	-23.3190348	-46.5876377
location	Itanhaem	-24.1848847	-46.7921572
location	Val Paraiso	-23.4793531	-46.8810692
location	Taubate	-23.031448	-45.5612792
location	Sorocaba	-23.5003451	-47.4582864
location	Ipaussu	-23.0544285	-49.6264306
location	Chavantes	-23.0406405	-49.7071698
location	Diadema	-23.6866428	-46.6246935
location	Paulinia	-22.7630391	-47.1532213
location	Capao Bonito	-24.0048759	-48.3489848
location	Tupa	-21.9349129	-50.5141255
location	Aracatuba	-21.207992	-50.4390225
location	Palmas	-10.1837852	-48.3336423
location	Tocantinopolis	-6.3280931	-47.4217673
location	Duere	-11.341631	-49.271566
location	Darcinopolis	-6.7085964	-47.7524283
location	Araguaina	-7.193241	-48.2018597
location	Nazare	-6.3733313	-47.6632702
location	Porto Nacional	-10.7019786	-48.4110952
location	Wanderlandia	-6.8522727	-47.9653917
location	Alto Alegre	-21.5820592	-50.1661976
location	Aguiarnopolis	-6.5600452	-47.4721189
location	Galia	-22.2936976	-49.5516228
location	Sao Jose dos Campos	-23.1867782	-45.8854538
location	Rio dos Bois	-9.3412231	-48.5349207
location	Guarulhos	-23.4675941	-46.5277704
location	Birigui	-21.2908491	-50.34144
location	Andradina	-20.896505	-51.3742765
location	Votuporanga	-20.4252908	-49.972028
location	Bauru	-22.3218102	-49.0705863
location	Rio Claro	-22.4100108	-47.5603933
location	Conchal	-22.337512	-47.172927
location	Colinas do Tocantins	-8.0612688	-48.4716768
location	Ilha Solteira	-20.4281001	-51.3410871
location	Garca	-22.2125766	-49.6547994
location	Itapetininga	-23.588607	-48.048326
location	Americana	-22.7392463	-47.3306032
location	Marilia	-22.2172002	-49.9500061
location	Urania	-20.244491	-50.6450868
location	Descalvado	-21.87971115	-47.65074268154024
location	Zacarias	-21.0523649	-50.0514502
location	Ourinhos	-22.9777918	-49.868204
